,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,end
4.240000000000003,254.14735038106124,-5.994976718999708,25.31,0,0.0,2.73,6.87,513.08,-10.68,24.75,0.0,0.0,2.5,16.98,276.85,-6.48,25.0,6.25,0.0,2.5,16.88,261.57,-10.66,24.25,6.25,0.0,2.5,19.2,310.02,-3.02,35.25,6.25,6.276,1.92,3.03,155.26,-2.54,34.0,0.0,0.0,1.82,4.45,101.57,-10.59,24.25,0.0,0.0,2.5,17.08,89.23,-6.56,30.25,6.25,0.0,1.82,4.75,-1
4.280000000000003,255.15975038106126,-5.994976718999708,25.31,0,0.0,2.73,6.87,514.07,-10.68,24.75,0.0,0.0,2.5,16.98,277.85,-6.48,25.25,-12.5,0.0,2.5,16.88,262.54,-10.66,24.5,-6.25,0.01,2.5,19.2,311.44,-3.03,35.5,-6.25,6.269,1.92,3.03,156.62,-2.54,34.0,-6.25,0.0,1.82,4.45,102.54,-10.59,24.25,6.25,0.0,2.5,17.08,90.44,-6.56,30.5,0.0,0.0,1.82,4.75,-1
4.320000000000003,256.1721503810613,-5.994976718999708,25.31,0,0.0,2.73,6.87,515.06,-10.68,24.75,0.0,0.0,2.5,16.98,278.86,-6.48,24.75,0.0,6.273,2.5,16.88,263.52,-10.65,24.25,6.25,0.0,2.5,19.2,312.85,-3.05,35.25,6.25,6.276,1.92,3.03,157.98,-2.54,33.75,6.25,0.0,1.82,4.45,103.51,-10.59,24.5,0.0,0.01,2.5,17.08,91.67,-6.56,30.5,0.0,0.0,1.82,4.75,-1
4.360000000000003,257.1845503810613,-5.994976718999708,25.31,0,0.0,2.73,6.87,516.05,-10.68,24.75,0.0,0.0,2.5,16.98,279.85,-6.49,24.75,12.5,0.0,2.5,16.88,264.49,-10.65,24.5,0.0,0.0,2.5,19.2,314.26,-3.06,35.5,0.0,6.276,1.92,3.03,159.34,-2.54,34.0,0.0,0.0,1.82,4.45,104.49,-10.58,24.5,-6.25,0.0,2.5,17.08,92.89,-6.56,30.5,0.0,0.008,1.82,4.75,-1
4.400000000000003,258.1969503810613,-5.994976718999708,25.31,0,0.0,2.73,6.87,517.04,-10.68,24.75,0.0,0.0,2.5,16.98,280.84,-6.49,25.25,-6.25,0.0,2.5,16.88,265.47,-10.65,24.5,0.0,0.0,2.5,19.2,315.69,-3.07,35.5,-6.25,6.276,1.92,3.03,160.69,-2.54,34.0,0.0,0.0,1.82,4.45,105.47,-10.58,24.25,6.25,0.0,2.5,17.08,94.11,-6.55,30.5,0.0,0.0,1.82,4.75,-1
4.440000000000003,259.2093503810613,-5.994976718999708,25.31,0,0.0,2.73,6.87,518.03,-10.68,24.75,0.0,0.0,2.5,16.98,281.85,-6.49,25.0,-6.25,0.0,2.5,16.88,266.45,-10.65,24.5,0.0,0.0,2.5,19.2,317.1,-3.08,35.25,12.5,6.276,1.92,3.03,162.06,-2.54,34.0,-6.25,0.0,1.82,4.45,106.44,-10.58,24.5,0.0,0.01,2.5,17.08,95.33,-6.55,30.5,0.0,0.0,1.82,4.75,-1
4.480000000000003,260.2217503810613,-5.994976718999708,25.31,0,0.0,2.73,6.87,519.02,-10.68,24.75,0.0,0.0,2.5,16.98,282.85,-6.49,24.75,0.0,6.273,2.5,16.88,267.43,-10.65,24.5,0.0,0.0,2.5,19.2,318.51,-3.09,35.75,-6.25,6.269,1.92,3.03,163.41,-2.54,33.75,6.25,0.0,1.82,4.45,107.42,-10.57,24.5,0.0,0.0,2.5,17.08,96.55,-6.55,30.5,6.25,0.0,1.82,4.75,-1
4.520000000000003,261.23415038106134,-5.994976718999708,25.31,0,0.0,2.73,6.87,520.01,-10.68,24.75,0.0,0.0,2.5,16.98,283.84,-6.5,24.75,6.25,0.0,2.5,16.88,268.41,-10.65,24.5,-6.25,0.0,2.5,19.2,319.94,-3.11,35.5,-6.25,6.276,1.92,3.03,164.76,-2.54,34.0,0.0,0.0,1.82,4.45,108.4,-10.57,24.5,0.0,0.0,2.5,17.08,97.77,-6.55,30.75,0.0,0.008,1.82,4.75,-1
4.560000000000003,262.24655038106135,-5.994976718999708,25.31,0,0.0,2.73,6.87,521.0,-10.68,24.75,0.0,0.0,2.5,16.98,284.83,-6.5,25.0,0.0,0.0,2.5,16.88,269.39,-10.65,24.25,0.0,0.0,2.5,19.2,321.37,-3.12,35.25,0.0,6.276,1.92,3.03,166.12,-2.54,34.0,0.0,0.0,1.82,4.45,109.38,-10.57,24.5,-6.25,0.01,2.5,17.08,99.0,-6.54,30.75,0.0,0.0,1.82,4.75,-1
4.600000000000003,263.25895038106137,-5.994976718999708,25.31,0,0.0,2.73,6.87,521.99,-10.68,24.75,0.0,0.0,2.5,16.98,285.83,-6.5,25.0,0.0,0.0,2.5,16.88,270.36,-10.65,24.25,0.0,0.0,2.5,19.2,322.77,-3.13,35.25,6.25,6.269,1.92,3.03,167.48,-2.54,34.0,-6.25,0.0,1.82,4.45,110.36,-10.56,24.25,0.0,0.0,2.5,17.08,100.22,-6.54,30.75,0.0,0.0,1.82,4.75,-1
4.640000000000003,264.2713503810614,-5.994976718999708,25.31,0,0.0,2.73,6.87,522.98,-10.68,24.75,0.0,0.0,2.5,16.98,286.83,-6.5,25.0,-6.25,6.273,2.5,16.88,271.33,-10.65,24.25,0.0,0.0,2.5,19.2,324.19,-3.15,35.5,-6.25,6.276,1.92,3.03,168.84,-2.54,33.75,6.25,0.0,1.82,4.45,111.33,-10.56,24.25,6.25,0.0,2.5,17.08,101.45,-6.54,30.75,-6.25,0.0,1.82,4.75,-1
4.680000000000003,265.2837503810614,-5.994976718999708,25.31,0,0.0,2.73,6.87,523.97,-10.68,24.75,0.0,0.0,2.5,16.98,287.83,-6.51,24.75,0.0,0.0,2.5,16.88,272.3,-10.65,24.25,12.5,0.0,2.5,19.2,325.6,-3.16,35.25,6.25,6.276,1.92,3.03,170.19,-2.54,34.0,-6.25,0.0,1.82,4.45,112.3,-10.56,24.5,0.0,0.0,2.5,17.08,102.69,-6.54,30.5,-6.25,0.008,1.82,4.75,-1
4.720000000000003,266.2961503810614,-5.994976718999708,25.31,0,0.0,2.73,6.87,524.96,-10.68,24.75,0.0,0.0,2.5,16.98,288.82,-6.51,24.75,0.0,0.0,2.5,16.88,273.27,-10.65,24.75,0.0,0.0,2.5,19.2,327.01,-3.17,35.5,6.25,6.276,1.92,3.03,171.56,-2.54,33.75,-6.25,0.0,1.82,4.45,113.28,-10.56,24.5,-12.5,0.01,2.5,17.08,103.91,-6.53,30.25,-6.25,0.0,1.82,4.75,-1
4.760000000000003,267.3085503810614,-5.994976718999708,25.31,0,0.0,2.73,6.87,525.95,-10.68,24.75,0.0,0.0,2.5,16.98,289.81,-6.51,24.75,6.25,0.0,2.5,16.88,274.26,-10.65,24.75,0.0,0.0,2.5,19.2,328.44,-3.18,35.75,-12.5,6.269,1.92,3.03,172.91,-2.54,33.5,6.25,0.0,1.82,4.45,114.26,-10.55,24.0,6.25,0.0,2.5,17.08,105.11,-6.53,30.0,0.0,0.0,1.82,4.75,-1
4.800000000000003,268.32095038106144,-5.994976718999708,25.31,0,0.0,2.73,6.87,526.94,-10.68,24.75,0.0,0.0,2.5,16.98,290.8,-6.51,25.0,0.0,0.0,2.5,16.88,275.25,-10.65,24.75,-6.25,0.0,2.5,19.2,329.87,-3.2,35.25,6.25,6.276,1.92,3.03,174.25,-2.54,33.75,0.0,0.0,1.82,4.45,115.22,-10.55,24.25,-6.25,0.0,2.5,17.08,106.31,-6.53,30.0,12.5,0.0,1.82,4.75,-1
4.840000000000003,269.33335038106145,-5.994976718999708,25.31,0,0.0,2.73,6.87,527.93,-10.68,24.75,0.0,0.0,2.5,16.98,291.8,-6.51,25.0,6.25,0.0,2.5,16.88,276.24,-10.65,24.5,6.25,6.273,2.5,19.2,331.27,-3.21,35.5,0.0,6.276,1.92,3.03,175.59,-2.54,33.75,6.25,0.0,1.82,4.45,116.19,-10.55,24.0,12.5,0.01,2.5,17.08,107.52,-6.53,30.5,-6.25,0.0,1.82,4.75,-1
4.8800000000000034,270.34575038106146,-5.994976718999708,25.31,0,0.0,2.73,6.87,528.92,-10.68,24.75,0.0,0.0,2.5,16.98,292.8,-6.51,25.25,-6.25,0.0,2.5,16.88,277.22,-10.66,24.75,-6.25,0.0,2.5,19.2,332.69,-3.22,35.5,-6.25,6.269,1.92,3.03,176.94,-2.54,34.0,-6.25,0.0,1.82,4.45,117.15,-10.54,24.5,-6.25,0.0,2.5,17.08,108.73,-6.53,30.25,0.0,0.0,1.82,4.75,-1
4.9200000000000035,271.3581503810615,-5.994976718999708,25.31,0,0.0,2.73,6.87,529.91,-10.68,24.75,0.0,0.0,2.5,16.98,293.81,-6.51,25.0,6.25,6.273,2.5,16.88,278.21,-10.66,24.5,6.25,0.0,2.5,19.2,334.12,-3.24,35.25,12.5,6.276,1.92,3.03,178.31,-2.54,33.75,0.0,0.0,1.82,4.45,118.13,-10.54,24.25,-6.25,0.0,2.5,17.08,109.94,-6.53,30.25,0.0,0.0,1.82,4.75,-1
4.9600000000000035,272.3705503810615,-5.994976718999708,25.31,0,0.0,2.73,6.87,530.9,-10.68,24.75,0.0,0.0,2.5,16.98,294.81,-6.52,25.25,0.0,0.0,2.5,16.88,279.19,-10.66,24.75,-12.5,0.0,2.5,19.2,335.52,-3.25,35.75,-12.5,6.276,1.92,3.03,179.66,-2.54,33.75,0.0,0.0,1.82,4.45,119.1,-10.54,24.0,6.25,0.0,2.5,17.08,111.16,-6.53,30.25,-6.25,0.0,1.82,4.75,-1
5.0000000000000036,273.3829503810615,-5.994976718999708,25.31,0,0.0,2.73,6.87,531.89,-10.68,24.75,0.0,0.0,2.5,16.98,295.82,-6.52,25.25,0.0,0.0,2.5,16.88,280.18,-10.66,24.25,0.0,0.0,2.5,19.2,336.95,-3.26,35.25,6.25,6.276,1.92,3.03,181.0,-2.54,33.75,0.0,0.0,1.82,4.45,120.06,-10.54,24.25,-12.5,0.01,2.5,17.08,112.36,-6.53,30.0,0.0,0.0,1.82,4.75,-1
5.040000000000004,274.3953503810615,-5.994976718999708,25.31,0,0.0,2.73,6.87,532.88,-10.68,24.75,0.0,0.0,2.5,16.98,296.83,-6.52,25.25,-6.25,0.0,2.5,16.88,281.15,-10.66,24.25,0.0,6.273,2.5,19.2,338.37,-3.27,35.5,0.0,6.269,1.92,3.03,182.35,-2.54,33.75,0.0,0.0,1.82,4.45,121.03,-10.53,23.75,12.5,0.0,2.5,17.08,113.56,-6.53,30.0,12.5,0.0,1.82,4.75,-1
5.080000000000004,275.40775038106153,-5.994976718999708,25.31,0,0.0,2.73,6.87,533.87,-10.68,24.75,0.0,0.0,2.5,16.98,297.84,-6.52,25.0,0.0,0.0,2.5,16.88,282.12,-10.67,24.25,0.0,0.0,2.5,19.2,339.78,-3.29,35.5,0.0,6.276,1.92,3.03,183.7,-2.54,33.75,0.0,0.0,1.82,4.45,121.98,-10.53,24.25,0.0,0.0,2.5,17.08,114.77,-6.53,30.5,-12.5,0.0,1.82,4.75,-1
5.120000000000004,276.42015038106155,-5.994976718999708,25.31,0,0.0,2.73,6.87,534.86,-10.68,24.75,0.0,0.0,2.5,16.98,298.84,-6.52,25.0,-12.5,0.0,2.5,16.88,283.09,-10.67,24.25,6.25,6.273,2.5,19.2,341.2,-3.3,35.5,6.25,6.276,1.92,3.03,185.06,-2.54,33.75,0.0,0.0,1.82,4.45,122.95,-10.53,24.25,0.0,0.01,2.5,17.08,115.98,-6.53,30.0,12.5,0.0,1.82,4.75,-1
5.160000000000004,277.43255038106156,-5.994976718999708,25.31,0,0.0,2.73,6.87,535.85,-10.68,24.75,0.0,0.0,2.5,16.98,299.84,-6.52,24.5,12.5,0.0,2.5,16.88,284.06,-10.68,24.5,6.25,0.0,2.5,19.2,342.62,-3.31,35.75,0.0,6.276,1.92,3.03,186.41,-2.54,33.75,0.0,0.0,1.82,4.45,123.92,-10.52,24.25,0.0,0.0,2.5,17.08,117.19,-6.53,30.5,-6.25,0.0,1.82,4.75,-1
5.200000000000004,278.4449503810616,-5.994976718999708,25.31,0,0.0,2.73,6.87,536.84,-10.68,24.75,0.0,0.0,2.5,16.98,300.82,-6.52,25.0,0.0,0.0,2.5,16.88,285.04,-10.68,24.75,-12.5,6.273,2.5,19.2,344.06,-3.32,35.75,0.0,6.276,1.92,3.03,187.75,-2.54,33.75,6.25,0.0,1.82,4.45,124.89,-10.52,24.25,6.25,0.0,2.5,17.08,118.41,-6.53,30.25,0.0,0.0,1.82,4.75,-1
5.240000000000004,279.4573503810616,-5.994976718999708,25.31,0,0.0,2.73,6.87,537.83,-10.68,24.75,0.0,0.0,2.5,16.98,301.82,-6.52,25.0,0.0,6.273,2.5,16.88,286.03,-10.69,24.25,0.0,0.0,2.5,19.2,345.49,-3.33,35.75,-6.25,6.269,1.92,3.03,189.1,-2.54,34.0,-6.25,6.276,1.82,4.45,125.86,-10.52,24.5,-6.25,0.01,2.5,17.08,119.61,-6.53,30.25,6.25,0.0,1.82,4.75,-1
5.280000000000004,280.4697503810616,-5.994976718999708,25.31,0,0.0,2.73,6.87,538.82,-10.68,24.75,0.0,0.0,2.5,16.98,302.82,-6.53,25.0,0.0,0.0,2.5,16.88,287.0,-10.69,24.25,12.5,6.273,2.5,19.2,346.91,-3.35,35.5,0.0,6.276,1.92,3.03,190.47,-2.55,33.75,6.25,0.0,1.82,4.45,126.84,-10.51,24.25,0.0,0.0,2.5,17.08,120.83,-6.53,30.5,0.0,0.0,1.82,4.75,-1
5.320000000000004,281.4821503810616,-5.994976718999708,25.31,0,0.0,2.73,6.87,539.81,-10.68,24.75,0.0,0.0,2.5,16.98,303.82,-6.53,25.0,0.0,0.0,2.5,16.88,287.97,-10.7,24.75,-12.5,0.0,2.5,19.2,348.33,-3.36,35.5,-6.25,6.276,1.92,3.03,191.81,-2.55,34.0,-6.25,0.0,1.82,4.45,127.81,-10.51,24.25,6.25,0.0,2.5,17.08,122.05,-6.53,30.5,-6.25,0.0,1.82,4.75,-1
5.360000000000004,282.49455038106163,-5.994976718999708,25.31,0,0.0,2.73,6.87,540.8,-10.68,24.75,0.0,0.0,2.5,16.98,304.82,-6.53,25.0,6.25,0.0,2.5,16.88,288.96,-10.7,24.25,6.25,6.273,2.5,19.2,349.75,-3.37,35.25,0.0,6.276,1.92,3.03,193.17,-2.55,33.75,6.25,0.0,1.82,4.45,128.78,-10.51,24.5,-6.25,0.01,2.5,17.08,123.27,-6.53,30.25,-6.25,0.0,1.82,4.75,-1
5.400000000000004,283.50695038106164,-5.994976718999708,25.31,0,0.0,2.73,6.87,541.79,-10.68,24.75,0.0,0.0,2.5,16.98,305.82,-6.53,25.25,-6.25,0.0,2.5,16.88,289.93,-10.71,24.5,-6.25,0.0,2.5,19.2,351.16,-3.38,35.25,0.0,6.276,1.92,3.03,194.53,-2.55,34.0,-6.25,6.276,1.82,4.45,129.76,-10.5,24.25,0.0,0.0,2.5,17.08,124.47,-6.53,30.0,0.0,0.0,1.82,4.75,-1
5.440000000000004,284.51935038106166,-5.994976718999708,25.31,0,0.0,2.73,6.87,542.78,-10.68,24.75,0.0,0.0,2.5,16.98,306.83,-6.53,25.0,0.0,0.0,2.5,16.88,290.91,-10.71,24.25,6.25,6.273,2.5,19.2,352.57,-3.39,35.25,6.25,6.276,1.92,3.03,195.88,-2.56,33.75,0.0,0.0,1.82,4.45,130.73,-10.5,24.25,0.0,0.01,2.5,17.08,125.67,-6.53,30.0,0.0,0.0,1.82,4.75,-1
5.480000000000004,285.53175038106167,-5.994976718999708,25.31,0,0.0,2.73,6.87,543.77,-10.68,24.75,0.0,0.0,2.5,16.98,307.83,-6.53,25.0,-6.25,0.0,2.5,16.88,291.88,-10.72,24.5,-6.25,6.273,2.5,19.2,353.99,-3.4,35.5,-6.25,6.276,1.92,3.03,197.23,-2.56,33.75,0.0,0.0,1.82,4.45,131.7,-10.49,24.25,0.0,0.0,2.5,17.08,126.88,-6.53,30.0,0.0,0.0,1.82,4.75,-1
5.520000000000004,286.5441503810617,-5.994976718999708,25.31,0,0.0,2.73,6.87,544.76,-10.68,24.75,0.0,0.0,2.5,16.98,308.83,-6.53,24.75,6.25,0.0,2.5,16.88,292.86,-10.73,24.25,12.5,0.0,2.5,19.2,355.4,-3.41,35.25,6.25,6.276,1.92,3.03,198.59,-2.56,33.75,6.25,0.0,1.82,4.45,132.67,-10.49,24.25,6.25,0.01,2.5,17.08,128.07,-6.53,30.0,6.25,0.0,1.82,4.75,-1
5.560000000000004,287.5565503810617,-5.994976718999708,25.31,0,0.0,2.73,6.87,545.75,-10.68,24.75,0.0,0.0,2.5,16.98,309.82,-6.53,25.0,-6.25,0.0,2.5,16.88,293.83,-10.73,24.75,-6.25,6.273,2.5,19.2,356.81,-3.42,35.5,0.0,6.276,1.92,3.03,199.94,-2.56,34.0,0.0,6.276,1.82,4.45,133.64,-10.48,24.5,-6.25,0.01,2.5,17.08,129.28,-6.53,30.25,6.25,0.0,1.82,4.75,-1
5.600000000000004,288.5689503810617,-5.994976718999708,25.31,0,0.0,2.73,6.87,546.74,-10.68,24.75,0.0,0.0,2.5,16.98,310.82,-6.53,24.75,12.5,0.0,2.5,16.88,294.82,-10.74,24.5,6.25,0.0,2.5,19.2,358.24,-3.43,35.5,0.0,6.276,1.92,3.03,201.29,-2.57,34.0,0.0,0.0,1.82,4.45,134.62,-10.47,24.25,6.25,0.0,2.5,17.08,130.49,-6.53,30.5,-6.25,6.275,1.82,4.75,-1
5.640000000000004,289.5813503810617,-5.994976718999708,25.31,0,0.0,2.73,6.87,547.73,-10.68,24.75,0.0,0.0,2.5,16.98,311.81,-6.53,25.25,0.0,0.0,2.5,16.88,295.8,-10.74,24.75,-6.25,6.273,2.5,19.2,359.65,-3.44,35.5,0.0,6.276,1.92,3.03,202.66,-2.57,34.0,-6.25,0.0,1.82,4.45,135.59,-10.47,24.5,0.0,0.01,2.5,17.08,131.71,-6.54,30.25,0.0,0.0,1.82,4.75,-1
5.680000000000004,290.59375038106174,-5.994976718999708,25.31,0,0.0,2.73,6.87,548.72,-10.68,24.75,0.0,0.0,2.5,16.98,312.82,-6.53,25.25,-12.5,0.0,2.5,16.88,296.79,-10.75,24.5,0.0,0.0,2.5,19.2,361.07,-3.45,35.5,0.0,6.276,1.92,3.03,204.01,-2.57,33.75,0.0,6.276,1.82,4.45,136.57,-10.46,24.5,-6.25,0.01,2.5,17.08,132.91,-6.54,30.25,0.0,0.0,1.82,4.75,-1
5.720000000000004,291.60615038106175,-5.994976718999708,25.31,0,0.0,2.73,6.87,549.71,-10.68,24.75,0.0,0.0,2.5,16.98,313.83,-6.53,24.75,0.0,0.0,2.5,16.88,297.77,-10.75,24.5,6.25,6.273,2.5,19.2,362.5,-3.46,35.5,0.0,6.276,1.92,3.03,205.36,-2.58,33.75,0.0,0.0,1.82,4.45,137.55,-10.45,24.25,0.0,0.0,2.5,17.08,134.12,-6.54,30.25,-6.25,0.0,1.82,4.75,-1
5.760000000000004,292.61855038106177,-5.994976718999708,25.31,0,0.0,2.73,6.87,550.7,-10.68,24.75,0.0,0.0,2.5,16.98,314.82,-6.53,24.75,6.25,0.0,2.5,16.88,298.75,-10.76,24.75,-6.25,0.0,2.5,19.2,363.91,-3.47,35.5,6.25,6.276,1.92,3.03,206.72,-2.58,33.75,6.25,6.276,1.82,4.45,138.52,-10.45,24.25,0.0,0.01,2.5,17.08,135.34,-6.54,30.0,6.25,0.0,1.82,4.75,-1
5.800000000000004,293.6309503810618,-5.994976718999708,25.31,0,0.0,2.73,6.87,551.69,-10.68,24.75,0.0,0.0,2.5,16.98,315.81,-6.53,25.0,0.0,0.0,2.5,16.88,299.74,-10.76,24.5,0.0,6.273,2.5,19.2,365.33,-3.48,35.75,0.0,0.0,1.92,3.03,208.06,-2.59,34.0,-6.25,0.0,1.82,4.45,139.49,-10.44,24.25,-6.25,0.01,2.5,17.08,136.53,-6.54,30.25,0.0,0.0,1.82,4.75,-1
5.840000000000004,294.6433503810618,-5.994976718999708,25.31,0,0.0,2.73,6.87,552.68,-10.68,24.75,0.0,0.0,2.5,16.98,316.81,-6.53,25.0,-6.25,0.0,2.5,16.88,300.72,-10.77,24.5,-12.5,0.0,2.5,19.2,366.76,-3.48,35.75,-6.25,6.276,1.92,3.03,209.42,-2.59,33.75,6.25,0.0,1.82,4.45,140.46,-10.43,24.0,6.25,0.01,2.5,17.08,137.75,-6.54,30.25,6.25,0.0,1.82,4.75,-1
5.880000000000004,295.6557503810618,-5.994976718999708,25.31,0,0.0,2.73,6.87,553.67,-10.68,24.75,0.0,0.0,2.5,16.98,317.81,-6.53,24.75,6.25,0.0,2.5,16.88,301.7,-10.77,24.0,12.5,6.273,2.5,19.2,368.19,-3.49,35.5,0.0,6.276,1.92,3.03,210.78,-2.59,34.0,0.0,6.276,1.82,4.45,141.42,-10.42,24.25,0.0,0.01,2.5,17.08,138.96,-6.54,30.5,-6.25,0.0,1.82,4.75,-1
5.920000000000004,296.6681503810618,-5.994976718999708,25.31,0,0.0,2.73,6.87,554.66,-10.68,24.75,0.0,0.0,2.5,16.98,318.8,-6.53,25.0,-6.25,0.0,2.5,16.88,302.66,-10.78,24.5,-6.25,0.0,2.5,19.2,369.62,-3.5,35.5,-6.25,6.276,1.92,3.03,212.13,-2.6,34.0,0.0,0.0,1.82,4.45,142.39,-10.41,24.25,0.0,0.01,2.5,17.08,140.18,-6.54,30.25,-6.25,6.275,1.82,4.75,-1
5.960000000000004,297.68055038106183,-5.994976718999708,25.31,0,0.0,2.73,6.87,555.65,-10.68,24.75,0.0,0.0,2.5,16.98,319.8,-6.53,24.75,0.0,0.0,2.5,16.88,303.64,-10.78,24.25,0.0,6.273,2.5,19.2,371.03,-3.51,35.25,6.25,0.0,1.92,3.03,213.5,-2.6,34.0,0.0,6.276,1.82,4.45,143.36,-10.4,24.25,6.25,0.01,2.5,17.08,141.38,-6.55,30.0,0.0,0.0,1.82,4.75,-1
6.000000000000004,298.69295038106185,-5.994976718999708,25.31,0,0.0,2.73,6.87,556.64,-10.68,24.75,0.0,0.0,2.5,16.98,320.79,-6.53,24.75,6.25,0.0,2.5,16.88,304.61,-10.79,24.25,6.25,0.0,2.5,19.2,372.44,-3.51,35.5,0.0,6.276,1.92,3.03,214.85,-2.61,34.0,6.25,0.0,1.82,4.45,144.33,-10.39,24.5,0.0,0.01,2.5,17.08,142.59,-6.55,30.0,0.0,0.0,1.82,4.75,-1
6.0400000000000045,299.70535038106186,-5.994976718999708,25.31,0,0.0,2.73,6.87,557.63,-10.68,24.75,0.0,0.0,2.5,16.98,321.78,-6.53,25.0,12.5,0.0,2.5,16.88,305.58,-10.79,24.5,6.25,6.273,2.5,19.2,373.87,-3.52,35.5,0.0,6.276,1.92,3.03,216.22,-2.61,34.25,0.0,6.276,1.82,4.45,145.31,-10.38,24.5,0.0,0.01,2.5,17.08,143.78,-6.55,30.0,0.0,0.0,1.82,4.75,-1
6.0800000000000045,300.7177503810619,-5.994976718999708,25.31,0,0.0,2.73,6.87,558.62,-10.68,24.75,0.0,0.0,2.5,16.98,322.78,-6.53,25.5,-6.25,0.01,2.5,16.88,306.56,-10.8,24.75,6.25,6.273,2.5,19.2,375.28,-3.53,35.5,0.0,0.0,1.92,3.03,217.59,-2.62,34.25,-6.25,0.0,1.82,4.45,146.29,-10.37,24.5,0.0,0.01,2.5,17.08,144.99,-6.55,30.0,6.25,0.0,1.82,4.75,-1
6.1200000000000045,301.7301503810619,-5.994976718999708,25.31,0,0.0,2.73,6.87,559.61,-10.68,24.75,0.0,0.0,2.5,16.98,323.8,-6.52,25.25,-6.25,0.0,2.5,16.88,307.55,-10.81,25.0,-12.5,0.0,2.5,19.2,376.7,-3.53,35.5,0.0,6.276,1.92,3.03,218.95,-2.62,34.0,0.0,6.276,1.82,4.45,147.27,-10.36,24.5,0.25,0.01,2.5,17.08,146.19,-6.55,30.25,-6.25,0.0,1.82,4.75,-1
6.160000000000005,302.7425503810619,-5.994976718999708,25.91,15.0,0.0,2.73,6.87,560.6,-10.68,24.75,0.0,0.0,2.5,16.98,324.81,-6.52,25.0,6.25,0.0,2.5,16.88,308.55,-10.81,24.5,6.25,6.273,2.5,19.2,378.12,-3.54,35.5,6.25,6.276,1.92,3.03,220.31,-2.63,34.0,0.0,0.0,1.82,4.45,148.25,-10.35,24.51,6.0,0.02,2.5,17.08,147.4,-6.55,30.0,0.0,6.275,1.82,4.75,-1
6.200000000000005,303.7789503810619,-5.994976718999708,26.51,15.0,0.0,2.73,6.87,561.59,-10.68,24.75,0.0,0.0,2.5,16.98,325.81,-6.52,25.25,-6.25,0.0,2.5,16.88,309.53,-10.82,24.75,-6.25,0.0,2.5,19.2,379.54,-3.55,35.75,0.0,0.0,1.92,3.03,221.67,-2.63,34.0,0.0,6.276,1.82,4.45,149.23,-10.33,24.75,-6.25,0.01,2.5,17.08,148.59,-6.56,30.0,6.25,0.0,1.82,4.75,-1
6.240000000000005,304.83935038106193,-5.994976718999708,27.110000000000003,15.0,0.0,2.73,6.87,562.58,-10.68,24.75,0.0,0.0,2.5,16.98,326.82,-6.52,25.0,6.25,0.0,2.5,16.88,310.52,-10.82,24.5,0.0,6.273,2.5,19.2,380.97,-3.55,35.75,0.0,6.276,1.92,3.03,223.03,-2.64,34.0,6.25,0.0,1.82,4.45,150.22,-10.32,24.5,-6.25,0.01,2.5,17.08,149.79,-6.56,30.25,-6.25,0.0,1.82,4.75,-1
6.280000000000005,305.92375038106195,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,563.57,-10.68,24.75,0.0,0.0,2.5,16.98,327.82,-6.52,25.25,-6.25,0.0,2.5,16.88,311.5,-10.83,24.5,6.25,6.273,2.5,19.2,382.4,-3.56,35.75,-6.25,6.276,1.92,3.03,224.39,-2.64,34.25,-6.25,6.276,1.82,4.45,151.2,-10.31,24.25,0.0,0.01,2.5,17.08,151.0,-6.56,30.0,6.25,0.0,1.82,4.75,-1
6.320000000000005,307.00815038106197,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,564.56,-10.68,24.75,0.0,0.0,2.5,16.98,328.83,-6.52,25.0,-6.25,0.0,2.5,16.88,312.48,-10.84,24.75,-6.25,0.0,2.5,19.2,383.83,-3.57,35.5,-6.25,0.0,1.92,3.03,225.76,-2.65,34.0,0.0,6.276,1.82,4.45,152.17,-10.3,24.25,0.25,0.01,2.5,17.08,152.21,-6.56,30.25,-6.25,0.0,1.82,4.75,-1
6.360000000000005,308.092550381062,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,565.55,-10.68,24.75,0.0,0.0,2.5,16.98,329.83,-6.52,24.75,0.0,0.0,2.5,16.88,313.47,-10.84,24.5,0.0,6.273,2.5,19.2,385.25,-3.57,35.25,0.0,6.276,1.92,3.03,227.12,-2.66,34.0,-6.25,0.0,1.82,4.45,153.14,-10.29,24.26,-6.5,0.021,2.5,17.08,153.41,-6.56,30.0,0.0,0.0,1.82,4.75,-1
