,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,end
6.520000000000005,125.93626061397111,2.8350000000000026,37.88768042803541,-15.0,3.141592653589793,2.02,5.05,117.91,6.81,27.0,-6.25,3.142,2.53,7.68,106.38,3.09,33.5,0.0,3.142,1.82,3.84,168.71,6.9,34.25,0.0,3.149,1.82,4.35,165.09,3.07,37.25,0.0,3.142,1.82,4.85,-1
6.560000000000005,124.4207533968497,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,116.83,6.81,26.75,-6.25,3.142,2.53,7.68,105.04,3.09,33.5,-6.25,3.142,1.82,3.84,167.34,6.89,34.25,-6.25,3.149,1.82,4.35,163.61,3.07,37.25,6.25,3.148,1.82,4.85,-1
6.600000000000005,122.9052461797283,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,115.76,6.81,26.5,6.25,3.142,2.53,7.68,103.7,3.09,33.25,6.25,3.142,1.82,3.84,165.97,6.88,34.0,0.0,3.149,1.82,4.35,162.12,3.06,37.5,-6.25,3.142,1.82,4.85,-1
6.640000000000005,121.38973896260688,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,114.7,6.81,26.75,0.0,3.142,2.53,7.68,102.37,3.09,33.5,0.0,3.142,1.82,3.84,164.61,6.87,34.0,6.25,3.149,1.82,4.35,160.62,3.06,37.25,0.0,3.148,1.82,4.85,-1
6.680000000000005,119.87423174548547,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,113.63,6.81,26.75,6.25,3.142,2.53,7.68,101.03,3.09,33.5,12.5,3.142,1.82,3.84,163.25,6.86,34.25,0.0,3.149,1.82,4.35,159.12,3.05,37.25,0.0,3.142,1.82,4.85,-1
6.720000000000005,118.35872452836406,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,112.56,6.81,27.0,-6.25,3.142,2.53,7.68,99.69,3.09,34.0,-6.25,3.142,1.82,3.84,161.88,6.85,34.25,-6.25,3.149,1.82,4.35,157.64,3.05,37.25,6.25,3.148,1.82,4.85,-1
6.760000000000005,116.84321731124265,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,111.48,6.81,26.75,-6.25,3.142,2.53,7.68,98.33,3.09,33.75,6.25,3.142,1.82,3.84,160.51,6.84,34.0,-6.25,3.149,1.82,4.35,156.15,3.04,37.5,-6.25,3.142,1.82,4.85,-1
6.800000000000005,115.32771009412124,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,110.41,6.81,26.5,6.25,3.142,2.53,7.68,96.98,3.09,34.0,-6.25,3.142,1.82,3.84,159.15,6.83,33.75,6.25,3.149,1.82,4.35,154.65,3.04,37.25,6.25,3.148,1.82,4.85,-1
6.840000000000005,113.81220287699983,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,109.35,6.81,26.75,-12.5,3.142,2.53,7.68,95.62,3.09,33.75,-6.25,3.142,1.82,3.84,157.8,6.82,34.0,0.0,3.149,1.82,4.35,153.16,3.03,37.5,-6.25,3.142,1.82,4.85,-1
6.880000000000005,112.29669565987842,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,108.28,6.81,26.25,6.25,3.142,2.53,7.68,94.27,3.09,33.5,0.0,3.142,1.82,3.84,156.44,6.81,34.0,-6.25,3.149,1.82,4.35,151.66,3.03,37.25,0.0,3.142,1.82,4.85,-1
6.920000000000005,110.78118844275701,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,107.23,6.81,26.5,-6.25,3.142,2.53,7.68,92.93,3.09,33.5,6.25,3.142,1.82,3.84,155.08,6.8,33.75,12.5,3.149,1.82,4.35,150.17,3.03,37.25,6.25,3.148,1.82,4.85,-1
6.960000000000005,109.2656812256356,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,106.17,6.81,26.25,6.25,3.151,2.53,7.68,91.59,3.09,33.75,-6.25,3.142,1.82,3.84,153.73,6.79,34.25,0.0,3.149,1.82,4.35,148.68,3.02,37.5,0.0,3.142,1.82,4.85,-1
7.000000000000005,107.7501740085142,2.8350000000000026,37.88768042803541,0,3.141592653589793,2.02,5.05,105.12,6.8,26.5,-6.25,3.142,2.53,7.68,90.24,3.09,33.5,12.5,3.142,1.82,3.84,152.36,6.78,34.25,0.0,3.149,1.82,4.35,147.18,3.02,37.5,-6.25,3.148,1.82,4.85,-1
7.040000000000005,106.23466679139278,2.8350000000000026,37.28768042803541,-15.0,3.141592653589793,2.02,5.05,104.06,6.8,26.25,0.0,3.142,2.53,7.68,88.9,3.09,34.0,-6.25,3.142,1.82,3.84,150.99,6.77,34.25,-12.5,3.149,1.82,4.35,145.68,3.01,37.25,6.25,3.142,1.82,4.85,-1
7.080000000000005,104.74315957427137,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,103.01,6.8,26.25,6.25,3.142,2.53,7.68,87.54,3.09,33.75,6.25,3.142,1.82,3.84,149.62,6.76,33.75,0.0,3.149,1.82,4.35,144.19,3.01,37.5,-6.25,3.142,1.82,4.85,-1
7.120000000000005,103.25165235714996,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,101.96,6.8,26.5,-6.25,3.151,2.53,7.68,86.19,3.09,34.0,-6.25,3.142,1.82,3.84,148.27,6.75,33.75,0.0,3.149,1.82,4.35,142.69,3.01,37.25,0.0,3.148,1.82,4.85,-1
7.1600000000000055,101.76014514002856,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,100.9,6.79,26.25,-6.25,3.142,2.53,7.68,84.83,3.09,33.75,6.25,3.142,1.82,3.84,146.92,6.74,33.75,0.0,3.149,1.82,4.35,141.2,3.0,37.25,-6.25,3.142,1.82,4.85,-1
7.2000000000000055,100.26863792290715,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,99.85,6.79,26.0,6.25,3.142,2.53,7.68,83.48,3.09,34.0,-6.25,3.142,1.82,3.84,145.56,6.73,33.75,-6.25,3.149,1.82,4.35,139.71,3.0,37.0,6.25,3.148,1.82,4.85,-1
7.2400000000000055,98.77713070578574,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,98.81,6.79,26.25,-6.25,3.151,2.53,7.68,82.12,3.09,33.75,0.0,3.142,1.82,3.84,144.22,6.72,33.5,-6.25,3.149,1.82,4.35,138.23,2.99,37.25,0.0,3.142,1.82,4.85,-1
7.280000000000006,97.28562348866433,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,97.76,6.78,26.0,6.25,3.142,2.53,7.68,80.77,3.09,33.75,-6.25,3.142,1.82,3.84,142.88,6.71,33.25,6.25,3.149,1.82,4.35,136.74,2.99,37.25,0.0,3.142,1.82,4.85,-1
7.320000000000006,95.79411627154292,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,96.72,6.78,26.25,-6.25,3.142,2.53,7.68,79.42,3.09,33.5,0.0,3.142,1.82,3.84,141.55,6.7,33.5,0.0,3.149,1.82,4.35,135.25,2.99,37.25,6.25,3.148,1.82,4.85,-1
7.360000000000006,94.30260905442151,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,95.67,6.78,26.0,0.0,3.151,2.53,7.68,78.08,3.09,33.5,0.0,3.142,1.82,3.84,140.21,6.69,33.5,-6.25,3.149,1.82,4.35,133.76,2.98,37.5,-6.25,3.142,1.82,4.85,-1
7.400000000000006,92.8111018373001,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,94.63,6.77,26.0,0.0,3.142,2.53,7.68,76.74,3.09,33.5,0.0,3.142,1.82,3.84,138.87,6.68,33.25,0.0,3.149,1.82,4.35,132.26,2.98,37.25,0.0,3.148,1.82,4.85,-1
7.440000000000006,91.31959462017869,2.8350000000000026,37.28768042803541,0,3.141592653589793,2.02,5.05,93.59,6.77,26.0,0.0,3.142,2.53,7.68,75.4,3.09,33.5,0.0,3.142,1.82,3.84,137.54,6.67,33.25,0.0,3.142,1.82,4.35,130.77,2.97,37.25,0.0,3.142,1.82,4.85,1
